Gene,PFASdil17,PFASdil31,PFASdil50,PFASdil56,PFASdil4,PFASdil63,PFASdil84,PFASdil86,PFASdil7,PFASdil9,PFASdil24,PFASdil93,PFASdil1,PFASdil57,PFASdil72,PFASdil87,PFASdil13,PFASdil34,PFASdil45,PFASdil74,PFASdil40,PFASdil61,PFASdil90,PFASdil91,PFASdil10,PFASdil38,PFASdil39,PFASdil70,PFASdil16,PFASdil80,PFASdil95,PFASdil96
Pik3r1,851.7362194,1196.521995,884.6163582,1018.972989,1395.734752,1191.445523,1224.336879,1312.988882,762.1038781,874.0825165,1226.792485,998.7294307,1200.044174,1165.912744,1142.590325,1030.983806,1135.483266,571.2352296,959.9852352,755.9819657,1394.18617,1417.041739,1015.13886,949.5834259,853.5801844,665.218873,875.9265652,739.796715,723.394288,674.9199753,870.8170221,1382.597098
Pik3r2,566.8349056,636.9637745,590.4926452,603.1851603,596.4986482,613.5839379,561.8741031,577.2794257,492.7395763,648.326105,545.7815891,553.5873577,559.819602,640.8070046,597.0756303,626.634921,610.3339566,580.1298958,602.4540772,588.1018326,654.5185994,708.9830489,639.9355753,584.6921893,534.0485907,633.0779904,532.790154,523.5319734,528.1163087,452.0892533,628.1132349,497.9823999
Pik3r3,44.51583028,68.07958351,21.32958224,39.0411107,71.18337343,61.98878824,66.04306818,46.53882163,30.97220194,47.27377849,44.75214456,27.88593033,64.32397581,74.16747738,44.34240433,42.34019736,39.31599107,36.56696107,54.42731539,14.59827244,75.9159504,75.79740548,52.74741134,32.4828994,38.59510823,57.46400221,23.46231871,36.40099611,55.79370838,55.7076805,14.58306018,57.73708984
Pik3r5,32.64494221,51.29283689,20.20697265,49.77741614,47.75593407,80.90062194,28.44932168,85.1561417,36.60351139,29.90790067,38.91490832,57.83748513,27.1366773,81.08977527,25.78046763,41.28169243,52.42132142,39.5318498,67.56494324,21.89740866,42.06154009,85.96535012,71.65686068,56.3036923,69.11217056,35.06278101,38.1262679,22.48296818,55.79370838,16.06952322,30.20776751,63.92320661
Pikfyve,304.6861273,389.8255604,239.115843,371.8665794,309.0619884,395.0471929,392.1942203,311.9091237,287.1967816,258.5586252,347.3155567,336.6967884,426.1463398,352.0482926,248.523708,285.7963322,277.0841275,151.2093255,301.2270386,252.3415665,293.4048894,304.1139805,277.6703351,305.3392544,313.2486691,284.3981126,299.1445635,233.3946221,274.1587395,322.461766,214.5793141,340.2364223
Pip4k2a,140.4721756,173.4630484,147.0618565,161.0445816,168.4973523,180.7130776,148.3428916,200.0179142,167.0621802,118.6668317,155.6596333,136.3312149,107.5416471,217.5579337,214.4934907,224.403046,158.2000593,135.3965856,189.5572019,133.4699195,182.6086375,236.6358025,241.8419048,203.5595029,185.7950559,145.1209547,138.818719,154.1689247,169.3050461,125.3422811,169.7884864,165.9941333
Pip4k2b,452.0829875,542.771474,555.6917478,510.4625224,609.1134233,635.6477438,593.3715664,559.4560472,415.7783473,445.7241972,566.211916,571.1451657,599.0170248,496.4276486,581.6073498,511.2578832,501.7469336,375.5525731,449.4945529,476.5293218,464.7287234,563.8587481,471.7409995,463.4226981,434.4193578,435.3628642,416.4561571,430.3882481,532.9261111,432.8058254,566.6560527,542.3162367
Pip4k2c,556.9424989,567.951594,497.3160491,593.4248826,586.5870393,504.3155654,479.5742797,545.5934195,667.3101691,608.7704944,499.0836992,523.6358029,492.4804398,566.6395272,494.9849785,536.6620016,534.5102595,493.1598263,609.0228911,530.7514766,480.1170917,537.0523486,665.8116638,471.0020413,561.872971,549.3169025,549.4092965,568.4979098,475.2084818,475.6578873,462.4913371,537.1611394
Pip5k1a,225.5468734,228.4862734,252.5871581,244.0069419,237.878615,243.7525233,221.4982902,224.7726066,202.72714,202.6019078,248.0825405,261.3014953,212.0681078,284.8031132,238.2115209,220.1690263,232.1515663,164.0571767,240.2309093,204.3758142,254.421023,282.8537327,271.6989301,247.9527988,191.1804199,201.6109908,217.0264481,213.052889,254.9195297,207.8325003,237.4955515,313.4299163
Pip5k1b,0,0,1.122609592,0,1.80211072,0,1.016047203,0.990187694,0,0.96477099,1.945745416,0,0,0,0,0,1.872190051,0.988296245,0,1.042733746,0,2.77307581,0.995234176,1.082763313,0,0,0,0,1.923920979,1.071301548,0,1.031019461
Pip5k1c,862.6178668,1010.002588,843.0798033,958.4592677,978.5461208,973.9594356,852.4636031,949.5899987,917.9034394,957.0528216,836.6705288,843.8075955,786.9636416,921.6545189,938.4090218,862.6815213,875.2488488,957.6590615,1030.365384,997.8961947,1054.616176,1100.911097,994.238942,937.6730294,838.3216532,874.6215929,767.4133411,760.1384481,891.7373737,846.328223,901.0247896,828.939647
Pip5kl1,0,0,0,0.976027767,0,0,0,0,0,0,0.972872708,0,0,0,1.031218705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pipox,5338.931912,4621.018306,6668.300974,4314.042732,5104.478614,5166.082573,5616.708937,5765.862943,3667.859551,4414.792048,4076.336646,4779.855021,5488.644249,5232.268304,5469.584013,6084.286361,4932.284689,5434.641052,3823.049705,5107.309887,5504.932295,4130.958599,5123.465539,6339.5792,3203.393983,3084.550763,3307.209341,3034.130087,5080.113344,5597.550589,5887.389724,4840.636371
Pisd,601.4583292,657.4809093,534.3621656,725.1886313,711.8337343,641.9516884,695.9923339,712.9351398,738.6400887,740.9441199,804.5657294,759.1169923,704.5485476,737.719175,620.7936606,656.2730591,657.1387078,699.7137415,701.9246881,767.4520369,690.4247922,692.344594,821.0681953,656.1545679,804.2143483,914.5542046,953.1566976,943.2140462,611.8068713,672.7773722,652.0711194,626.8598325
Pklr,7366.875292,10562.59401,5361.58341,10301.97309,12733.71435,14313.10614,17869.22216,9909.798443,7463.362116,5841.688341,5403.33502,5894.259422,13249.73396,9442.014321,16704.71181,14111.98778,8069.139119,10134.97799,8717.754482,8734.980588,8716.99771,10451.72273,8348.02427,6794.339792,5741.69552,2657.953594,3729.531078,3826.387061,6599.048957,10114.15792,5655.102408,5357.177122
Pkm,488.6848924,579.1427584,456.9021038,609.0413269,713.635845,621.9891973,526.312451,612.9261827,594.1031463,493.9627466,567.1847887,455.4701954,386.948917,801.9976554,511.4844778,496.4388141,739.5150701,846.969882,886.78988,502.5976655,632.9748838,978.8957611,749.4113346,464.5054615,549.3071218,446.0764917,490.7534997,476.424802,608.9209898,398.5241759,474.991103,724.8066814
Pla2g12a,214.665226,167.8674662,415.3655489,253.7672195,321.6767635,340.4130066,250.9636591,455.4863393,167.0621802,291.3608388,142.0394154,216.8905692,345.74137,454.8938613,342.3646101,494.3218042,259.298322,250.03895,307.7958525,263.8116377,542.6964562,388.2306135,522.4979425,602.0164023,343.7657315,373.0290313,368.5539231,309.4084669,611.8068713,474.5865858,1043.73045,716.5585257
Pla2g2d,0,0,0,0,0,0,0,0,1.877103148,0,4.86436354,0,0,0,0,0,0,0.988296245,0,0,0,1.848717207,0,1.082763313,0.897560657,0.973966139,13.68635258,10.70617533,10.58156538,0,0,0
Pla2g2e,0,0,0,0,0,0,0,0,0.938551574,0,0,0,0,0,0,0,2.808285076,0,2.815205968,0,0,1.848717207,0,1.082763313,0,6.817762974,3.910386452,5.353087663,0.961960489,0,0,1.031019461
Pla2g3,0,0.932597034,2.245219183,0.976027767,0,2.101314856,2.032094406,0,2.815654722,0,0,1.032812234,0,0,2.062437411,0,0,0,0,1.042733746,1.025891222,0,0,1.082763313,0.897560657,0.973966139,0,0,0,0,6.249882934,0
Pla2g4a,41.54810826,20.51713476,25.82002061,39.0411107,28.83377152,24.16512084,17.27280245,30.69581852,24.40234092,15.43633583,21.40319957,30.98436703,5.025310611,41.53378733,16.49949928,19.05308881,26.21066071,22.73081364,33.78247162,18.76920742,40.00975764,29.57947531,38.81413287,20.57250296,28.72194101,24.34915348,25.41751194,41.75408377,15.39136783,13.92692012,16.66635449,72.1713623
Pla2g4b,36.6019049,22.38232883,46.02699326,24.40069419,22.526384,55.68484368,43.69002972,17.8233785,12.20117046,54.9919464,28.21330853,5.164061172,37.18729852,35.60038914,11.34340576,14.81906908,3.744380102,9.882962451,10.32242188,19.81194117,21.54371565,23.10896509,16.91898099,33.56566272,16.15609182,12.66155981,30.305495,10.70617533,5.771762936,14.99822167,1.041647156,14.43427246
Pla2g5,0,2.797791103,0,4.880138837,0,1.050657428,2.032094406,0.990187694,8.446964166,1.929541979,0,2.065624469,0,0,2.062437411,0,0,0.988296245,0.938401989,0,0,0.924358603,0,0,1.795121313,0,0,0,0,0,1.041647156,0
Pla2g6,1781.622452,1433.401642,1259.567962,1489.418373,2537.371893,2146.493125,1963.003196,2373.479903,2335.116316,2192.924459,2008.009269,2216.415055,2180.984805,2112.289756,2945.160622,2609.214662,1541.748507,2190.064479,1722.906053,2411.843154,2798.631253,1571.409626,2555.761364,2517.424704,2527.530809,3224.801887,3232.911999,2768.616939,3843.032155,2276.51579,4214.504392,2523.935642
Pla2g7,84.0854572,70.87737462,63.98874672,76.13016586,116.2361414,89.30588137,68.07516259,97.03839403,83.53109008,56.92148838,65.18247143,48.54217502,53.26829247,136.4681584,78.3726216,88.91441446,89.86512244,93.88814328,154.8363283,102.1879071,102.5891222,134.9563561,160.2327024,96.3659349,219.0048002,485.0351373,402.7698045,484.9897422,92.34820698,69.63460062,94.78989116,98.9778683
Plcb1,254.234853,217.295109,165.02361,230.3425531,145.9709683,167.054531,141.2305612,123.7734618,254.3474765,212.2496177,246.1367951,165.2499575,223.1237911,222.5024321,155.7140245,176.770324,171.3053896,92.89984703,192.3724078,234.6150928,184.6604199,112.7717496,86.58537332,140.7592307,214.5169969,222.0642797,218.9816413,222.6884468,171.2289671,147.8396136,135.4141302,153.6218998
Plcb2,28.68797952,61.55140427,38.16872611,54.65755498,89.20448063,51.48221396,35.5616521,41.58788316,59.12874916,41.48515255,59.34523518,39.24686491,26.13161517,86.03427376,37.12387339,40.22318749,50.54913137,77.08710711,90.08659098,32.32474612,53.34634353,97.98201197,88.57584168,42.22776922,89.75606566,32.14088259,73.31974597,19.27111559,47.13606398,32.13904644,40.62423907,60.83014822
Plcb3,492.6418551,386.0951722,404.139453,483.1337449,448.7255692,419.2123137,347.4881434,384.1928253,412.9626926,421.6049224,508.8124262,431.715514,470.3690731,504.3388462,426.924544,380.0032713,421.2427614,374.5642769,424.1576992,348.2730711,457.5474849,375.289593,396.1032021,407.1190059,374.2827938,445.1025256,366.5987298,270.8662357,405.9473265,368.5277325,393.7426248,363.9498699
Plcb4,57.37595903,69.94477758,38.16872611,80.03427693,60.37070911,59.88747339,69.09120979,76.24445245,54.43599129,71.39305322,58.37236248,92.9531011,40.20248488,56.36728281,45.37362303,52.9252467,51.4852264,47.43821976,53.4889134,74.03409595,65.65703819,57.31023341,60.70928474,57.38645561,62.82924596,72.0734943,49.85742726,42.8247013,34.63057762,59.99288669,45.83247485,55.67505092
Plcd1,7.913925384,6.528179241,13.4713151,16.59247205,9.010553599,16.81051885,11.17651923,5.941126165,8.446964166,17.36587781,5.837236248,12.39374681,8.040496977,20.76689367,6.187312232,15.87757401,22.46628061,22.73081364,19.70644178,12.51280495,15.38836832,18.48717207,19.90468352,6.496579881,14.36097051,8.765695252,8.798369516,13.91802792,16.35332832,11.78431703,17.70800165,16.49631138
Plcd3,9.89240673,8.39337331,21.32958224,12.68836098,16.21899648,6.303944567,13.20861364,10.89206464,9.38551574,6.753396927,10.70159979,18.59062022,1.005062122,9.888996984,4.124874821,12.70205921,6.552665178,13.83614743,16.89123581,15.64100619,7.181238551,8.319227431,7.961873409,14.07592307,5.385363939,9.739661391,9.775966129,11.77679286,8.657644405,6.427809288,9.374824401,7.21713623
Plce1,170.1493958,236.8796467,200.9471169,276.2158582,224.3627846,193.3209667,140.214514,216.851105,376.3591812,244.0870603,203.330396,218.9561937,186.9415547,246.2360249,172.2135238,163.0097598,216.2379509,187.7762866,248.6765272,291.9654488,149.7801184,249.5768229,190.0897276,131.0143609,294.3998954,299.9815709,241.4663634,222.6884468,94.27212796,87.84672694,47.91576916,146.4047635
Plcg1,814.1450739,698.5151788,653.3587823,655.8906598,819.0593221,841.5765997,915.4585297,772.3464015,744.2713982,670.5158377,615.8284241,605.2279694,786.9636416,782.2196615,833.2247138,817.1658091,721.7292646,671.0531504,743.2143756,808.118653,1136.687474,720.9997107,788.2254675,1063.273574,911.0240664,913.5802385,927.7391856,888.612552,1034.107526,933.1036484,945.8156173,1002.150916
Plcg2,65.28988442,91.39450937,79.705281,89.79455461,100.0171449,92.45785365,56.89864336,89.11689248,69.45281647,68.49874026,90.47716184,61.96873407,55.27841672,92.95657165,53.62337267,57.15926644,88.92902741,118.5955494,140.7602984,46.92301856,67.70882063,111.847391,118.432867,80.12448519,111.2975214,71.09952816,69.40935952,56.74272923,119.2831007,61.06418824,72.9153009,104.1329656
Plch1,0,2.797791103,0,0,0,0,0,0,0,1.929541979,2.918618124,0,0,1.977799397,0,0,0,0,2.815205968,0,0,3.697434414,4.976170881,0,1.795121313,0,1.955193226,2.141235065,4.809802447,0,0,2.062038923
Plch2,0.989240673,0.932597034,0,0,2.70316608,2.101314856,1.016047203,4.950938471,5.631309444,2.894312969,0.972872708,2.065624469,23.11642881,5.933398191,7.218530937,2.117009868,0.936095025,0,0.938401989,0,1.025891222,0,1.990468352,1.082763313,0.897560657,0,1.955193226,0,0.961960489,0,0,0
Plcl1,9.89240673,8.39337331,8.980876733,17.56849981,11.71371968,21.01314856,21.33699126,7.921501553,29.09509879,7.718167916,19.45745416,10.32812234,3.015186366,15.82239518,11.34340576,13.76056414,17.78580548,13.83614743,21.58324576,22.94014241,16.41425955,14.78973766,11.94281011,27.06908284,14.36097051,9.739661391,15.64154581,20.34173312,32.70665664,11.78431703,14.58306018,16.49631138
Plcxd2,1447.259105,1134.037994,1371.828921,732.0208256,1663.348194,1819.738665,1231.44921,1465.477787,1005.188736,1217.540989,1503.088334,1140.224707,1506.588121,663.5516977,621.8248793,1747.591646,886.4819891,372.5876844,652.1893826,425.4353683,1467.024447,911.417583,1051.962524,1528.861799,867.0435943,852.2203717,1103.706576,1028.863449,1257.28236,1124.866625,2380.163751,2248.653445
Pld1,158.2785077,171.5978543,207.6827744,206.9178867,189.2216256,204.8781984,157.4873164,162.3907818,126.7044625,143.7508774,179.981451,130.1343415,218.0984805,224.4802315,145.4018374,171.4777993,159.1361543,120.5721419,209.2636436,126.1707832,142.5988798,266.2152778,187.1040251,165.662787,154.3804329,133.4333611,123.1771732,105.9911357,133.712508,155.3387245,148.9555433,139.1876273
Pld2,139.4829349,149.2155255,181.8627538,171.7808871,182.9142381,170.2065033,142.2466084,185.1650988,137.0285298,176.5530911,153.7138879,184.87339,128.6479516,202.7244382,159.8388993,185.2383635,147.903014,125.5136231,182.9883879,154.3245944,179.5309638,228.3165751,192.080196,163.4972603,157.9706756,147.068887,164.236231,142.3921318,145.2560339,118.9144718,147.9138961,134.03253
Pld3,719.1779692,682.6610292,707.2440427,700.7879371,670.3851878,814.2595066,732.5700332,748.5818968,675.7571333,674.3749217,694.6311135,600.0639082,602.0322111,912.7544217,703.291157,703.9057812,665.5635631,866.7358069,745.0911796,648.5803899,778.6514372,720.9997107,811.1158536,700.5478638,639.9607481,677.8804328,643.2585713,594.1927306,747.4433003,630.9966118,735.4028919,701.0932338
Pld4,275.0089071,249.9360052,200.9471169,239.126803,287.4366598,242.7018658,222.5143374,236.6548589,297.520849,219.0030146,263.6485038,194.1687001,124.6277031,377.7596848,195.931554,207.4669671,315.4640236,463.5109389,345.3319321,198.1194117,280.0683035,328.1473042,381.1746895,241.4562189,321.3267151,208.4287538,223.8696244,199.1348611,293.3979493,171.4082477,240.620493,363.9498699
Pld6,27.69873884,18.65194069,20.20697265,18.54452758,18.92216256,23.11446341,23.36908566,23.76450466,20.64813463,15.43633583,13.62021791,25.82030586,32.16198791,37.57818854,16.49949928,11.64355427,25.27456569,23.71910988,33.78247162,25.0256099,18.46604199,23.10896509,29.85702528,24.90355621,26.02925904,22.4012212,16.61914242,20.34173312,45.212143,40.70945883,39.58259191,20.62038923
Plpbp,1432.420494,1516.402778,1533.484702,1266.884042,1459.709683,1436.248704,1498.669624,1455.57591,1414.397222,1365.15095,1508.92557,1615.318335,1513.623556,1432.915663,1444.737406,1535.890659,1582.936688,1548.660216,1446.077466,1508.83573,1568.587678,1488.217352,1513.751182,1776.814597,1383.140972,1397.64141,1235.682119,1376.814147,1720.947316,1736.579809,1818.715934,1563.025504
Plpp1,273.0304257,289.1050807,303.1045897,251.815164,218.0553971,286.8294778,259.0920367,269.3310528,226.1909293,211.2848467,208.1947595,221.0218182,130.6580759,192.8354412,295.9597684,216.9935115,265.8509872,260.9102087,202.6948297,235.6578265,276.9906298,205.20761,239.8514365,299.9254378,223.4926035,199.6630585,216.0488515,226.9709169,358.8112625,332.1034799,310.4108524,251.5687486
Plpp2,308.64309,237.8122438,285.1428363,378.6987738,361.3231993,227.9926618,237.7550455,247.5469235,358.5267013,326.0925945,176.0899601,195.2015123,282.4224563,382.7041833,273.2729569,267.8017483,293.933838,360.7281294,373.4839918,315.948325,268.7835001,413.1882957,421.9792907,220.8837159,280.9364855,348.6798778,310.8757229,385.4223117,285.7022653,194.9768817,324.9939126,259.8169043
Plpp3,3754.168354,3621.274285,4718.328114,4056.371402,3481.677911,3367.357056,3708.57229,4243.944457,3609.669354,4081.946057,3129.731501,4130.216126,3129.763448,3757.818854,3597.922063,3873.069554,4399.646619,2715.838081,3470.210557,3819.533711,3464.434655,3519.033203,3719.190116,3735.533431,4056.974168,4061.4388,3380.529087,3611.192937,3154.268445,3404.59632,2930.153449,3114.709793
Plpp5,463.9538756,486.815652,535.4847752,499.726217,582.9828178,801.6516174,561.8741031,591.1420534,452.3818587,443.7946552,506.8666808,479.2248768,664.3460627,701.1298862,503.2347282,491.1462894,472.7279878,502.0544925,504.8602703,549.520684,516.0232845,750.579186,617.0451892,547.8782366,438.9071611,426.5971689,424.27693,434.6707182,595.4535429,576.3602329,702.0701829,723.7756619
Plpp6,313.5892933,308.6896184,377.1968228,297.6884691,343.3020921,293.1334224,298.7178776,317.8502498,246.839064,314.5153426,257.8112676,275.7608666,262.3212139,325.3480008,272.2417382,391.6468256,297.6782181,253.0038387,293.7198227,298.2218513,250.3174581,322.6011526,334.3986832,372.4705798,263.882833,231.8039411,271.7718584,226.9709169,238.5662014,283.8949102,242.7037873,313.4299163
Plpp7,25.7202575,11.19116441,16.83914387,35.13699963,10.81266432,18.9118337,38.60979371,12.87244002,19.70958305,11.57725187,20.43032687,11.36093458,20.10124244,42.52268703,22.68681152,17.99458388,22.46628061,13.83614743,15.01443183,9.384603712,12.31069466,24.03332369,28.86179111,15.15868639,17.95121313,37.01071329,20.52952887,42.8247013,15.39136783,14.99822167,27.08282605,22.68242815
Plppr2,184.9880058,256.4641845,179.6175347,172.7569148,190.1226809,158.6492716,226.5785262,195.0669758,296.5822974,207.4257627,203.330396,266.4655565,227.1440396,211.6245355,295.9597684,255.0996891,217.1740459,270.7931711,156.7131322,241.914229,215.4371565,251.4255401,227.9086263,177.5731834,215.4145576,245.4394671,241.4663634,312.6203195,219.3269916,226.0446266,308.3275581,188.6765614
Plppr3,2.967722019,3.730388138,4.490438366,4.880138837,10.81266432,3.151972284,2.032094406,8.911689248,3.754206296,0,5.837236248,5.164061172,9.045559099,6.922297889,2.062437411,6.351029604,1.872190051,4.941481225,8.445617905,0,2.051782443,2.77307581,3.980936705,7.579343194,0.897560657,2.921898417,6.84317629,4.28247013,2.885881468,2.142603096,2.083294311,7.21713623
Plppr5,12.86012875,12.12376145,3.367828775,9.760277675,13.5158304,5.253287139,9.144424825,9.901876942,13.13972204,6.753396927,7.782981663,13.42655905,2.010124244,12.85569608,13.40584317,10.58504934,14.97752041,11.85955494,11.26082387,22.94014241,10.25891222,15.71409626,10.94757594,8.662106507,8.975606566,2.921898417,8.798369516,6.423705195,5.771762936,16.06952322,13.54141302,10.31019461
Pmm1,63.31140307,75.54035979,60.62091795,49.77741614,39.64643583,23.11446341,42.67398252,43.56825854,138.9056329,79.11122114,90.47716184,100.1827867,31.15692579,23.73359276,28.87412375,40.22318749,61.78227168,43.48503478,43.16649151,50.0512198,32.82851909,20.33588928,32.84272781,27.06908284,52.05851808,104.2143769,101.6700477,99.56743053,15.39136783,19.28342787,23.95788458,34.02364223
Pmm2,1039.691947,993.2158417,1041.781701,858.9044354,956.0197368,1207.205385,1220.272691,1144.656974,953.5683992,960.9119056,1029.299325,946.0560068,1127.679701,1088.778568,1170.43323,1137.892804,1036.257193,1194.85016,973.122863,958.2723124,1053.590285,965.030382,981.3008977,1158.556745,851.7850631,979.809936,999.1037384,1154.1257,1025.449882,1176.2891,1231.226938,1141.338544
Pmpca,994.1868763,1006.2722,1026.065167,1076.558628,1039.817885,1103.190299,1108.507498,1106.039654,1149.725678,1116.240035,1183.013213,1040.04192,1169.89231,1073.945073,948.7212088,1078.616528,1069.020519,1072.301426,1086.669504,1026.050006,1099.75539,1074.104697,1008.17222,1010.218171,1126.438624,1151.227976,1169.205549,1143.419525,1043.727131,1053.089422,942.6906759,1064.012084
Pmvk,446.1475435,589.4013257,617.4352754,619.7776324,527.1173855,420.2629711,1396.048857,368.3498222,698.282371,713.9305322,354.1256657,587.6701614,931.6925872,487.5275513,864.161275,538.7790114,622.5031919,607.8021907,569.6100076,883.1954827,417.5377272,683.101008,350.32243,363.8084733,527.7656661,594.1193449,853.4418431,1064.193827,278.0065814,690.9894985,410.4089793,258.7858848
Pnliprp1,0,0,0,1.952055535,0,0,0,0,7.508412592,3.859083958,2.918618124,1.032812234,0,0,0,0,0.936095025,2.964888735,0.938401989,8.341869966,0,0,0,0,3.590242626,31.16691645,36.17107468,21.41235065,11.54352587,11.78431703,21.87459027,1.031019461
Pnp,699.3931558,748.8754186,1024.942557,655.8906598,894.7479724,1131.55805,1084.122365,965.4330018,577.209218,617.4534333,669.336423,611.4248428,1097.527837,1033.400185,878.5983369,849.9794621,799.4251517,742.21048,720.6927279,598.5291701,774.5478723,1011.248312,1064.900568,938.7557927,617.5217317,781.1208436,615.8858661,765.4915358,901.3569786,1023.092978,928.1076157,798.0090631
Pnp2,6.924684711,4.662985172,4.490438366,0.976027767,1.80211072,8.405259423,9.144424825,4.950938471,4.69275787,17.36587781,3.891490832,5.164061172,12.06074547,11.86679638,12.37462446,11.64355427,6.552665178,6.918073715,0.938401989,7.299136221,6.15534733,0.924358603,8.957107585,7.579343194,1.795121313,0.973966139,6.84317629,1.070617533,11.54352587,12.85561858,2.083294311,10.31019461
Pnpla2,1988.373753,1881.980815,2326.047074,2179.470005,1945.378522,1440.451334,1499.685671,1624.898006,2948.929045,3320.741746,1990.49756,2431.24,1478.446382,1936.26561,1787.102016,2035.504988,2387.042315,3388.867824,2418.261927,3081.278219,2037.419966,1760.90314,2292.024308,2240.237295,3697.949905,4768.538217,4796.088983,4947.323618,2058.595447,2007.619101,2673.908249,1672.313566
Pnpla3,46.49431163,94.19230048,38.16872611,67.34591596,13.5158304,56.7355011,218.4501486,21.78412927,111.6876373,81.04076312,101.1787616,75.39529311,130.6580759,84.05647437,138.1833065,27.52112829,39.31599107,59.2977747,123.8690626,118.871647,5.129456108,36.97434414,13.93327847,8.662106507,76.29265581,30.19295031,127.0875597,81.36693247,8.657644405,27.85384025,12.49976587,8.248155691
Pnpo,3191.290411,2656.968951,2983.896294,2571.833167,2807.688501,3029.045364,2753.48792,2918.083135,3161.980253,2606.811214,2750.311145,2831.971147,3798.129759,2422.804261,3061.688336,2842.085748,3122.813005,3010.350362,2556.207019,2571.381417,3340.301818,2754.588638,3231.52537,3029.571751,2580.486888,2852.746822,2679.592316,3379.93955,3363.013871,3075.706745,3838.469769,3463.194371
Poglut1,173.1171178,155.7437047,141.4488085,151.284304,154.9815219,161.8012439,203.2094406,151.4987172,164.2465254,147.6099614,188.7373053,159.0530841,178.9010577,178.9908454,170.1510864,158.7757401,159.1361543,165.0454729,175.481172,138.6835882,163.1167042,196.8883825,183.1230884,185.1525266,172.3316461,172.3920066,183.7881632,186.2874507,137.56035,161.7665338,248.9536702,238.1654956
Pomgnt1,336.3418288,361.8476494,326.6793912,372.8426072,402.7717459,409.7563969,324.1190577,342.6049422,357.5881497,379.1549989,363.8543928,380.0749023,387.9539791,347.1037942,338.2397353,317.5514802,397.8403858,378.5174619,365.0383739,375.3841485,360.0878188,412.2639371,302.5511895,380.049923,354.5364593,389.5864557,395.9266282,400.4109572,391.5179192,376.0268434,384.3678004,463.9587576
Pon3,742.9197454,1007.204797,863.2867759,967.2435176,986.6556191,1067.467947,990.6460227,1033.755953,868.1602059,816.1962571,850.2907467,907.8419541,1206.074547,1018.566689,793.0071843,926.1918173,675.8606083,573.2118221,869.8986442,706.9734796,970.4930957,835.6201775,904.6678661,872.7072306,720.7412072,857.0902024,733.1974597,729.0905397,953.302845,900.9646019,972.8984434,1067.105143
Ppa1,1590.699002,1643.235975,1889.351943,1460.13754,1689.4788,2160.151672,1952.842724,2307.137327,1493.235554,1515.655225,1814.4076,2003.655735,2199.075923,1781.008357,1818.038577,1788.873339,1821.640919,2260.233512,1852.405527,1665.245792,1933.804953,1974.429977,1992.458821,2130.878201,1453.150703,1749.243186,1478.126079,1620.914944,2113.427195,2061.184178,1788.508166,2307.421555
Ppa2,572.7703496,572.6145791,704.9988235,652.9625765,582.0817625,554.7471219,566.9543392,533.7111672,691.71251,624.2068302,692.685368,649.6388955,614.0929566,544.8837338,545.5146951,589.5872483,659.9469929,674.0180391,640.9285588,577.6744952,630.9231013,594.362582,545.3883285,636.6648283,744.0777843,758.7196224,721.4663003,768.7033884,550.2413999,634.2105165,684.3621813,615.5186185
Ppat,328.4279034,281.6443044,271.6715212,237.1747475,256.8007776,271.0696164,277.3808864,348.5460684,234.6378935,273.03019,332.7224661,327.4014783,328.6553139,258.1028213,323.8026734,347.1896184,313.5918335,197.659249,255.2453411,257.5552352,348.8030154,267.1396364,237.8609681,348.6497869,276.4486822,229.8560088,283.5030177,262.3012955,289.5501073,318.1765598,313.5357939,350.5466169
Ppcdc,220.6006701,255.5315874,254.8323773,179.5891092,224.3627846,235.3472638,259.0920367,276.2623667,242.1463061,273.994961,239.3266861,218.9561937,205.0326729,204.7022376,268.1168634,277.3282927,234.9598514,298.465466,222.4012715,237.743294,238.0067634,225.5434992,224.9229238,229.5458224,226.1852855,240.5696364,261.9958923,222.6884468,247.2238458,236.7576421,287.494615,230.9483594
Ppcs,317.546256,370.2410227,327.8020008,354.2980796,250.49339,292.0827649,359.6807098,302.9974344,397.0073158,429.3230903,421.2538825,385.2389635,286.4427048,280.8475144,285.6475814,221.2275312,370.6936301,417.0610154,393.1904336,340.9739349,283.1459772,308.7357736,229.8990947,252.283852,539.4339546,749.9539271,742.9734258,779.4095637,273.196779,293.5366242,294.7861451,296.9336049
Ppip5k1,95.95634528,103.5182708,83.07310978,89.79455461,122.5435289,101.9137705,75.18749301,82.18557862,91.97805425,89.72370202,102.1516343,82.62497876,77.3897834,91.96767196,69.09165325,77.27086019,96.41778762,70.1690334,91.02499297,79.24776468,88.22664506,104.4525222,83.5996708,98.53146152,89.75606566,118.823869,62.56618323,97.42619546,55.79370838,53.5650774,65.62377081,112.3811213
Ppip5k2,551.9962955,594.996908,511.9099738,564.1440496,573.0712089,624.0905121,579.1469056,604.0144935,502.1250921,465.0196169,473.7890088,492.6514358,833.1964992,540.928135,531.0776332,479.5027351,525.1493093,283.6410223,520.8131041,461.9310494,597.068691,567.5561825,550.3644994,468.8365147,475.707148,504.5144601,427.2097198,443.2356585,578.1382541,537.7933771,476.0327501,617.5806574
