Gene,GRC362.01_S14,GRC362.02_S9,GRC362.03_S13,GRC362.04_S12,GRC362.09_S20,GRC362.10_S6,GRC362.11_S3,GRC362.12_S17,GRC362.13_S16,GRC362.14_S19,GRC362.15_S11,GRC362.16_S18,GRC362.17_S5,GRC362.18_S15,GRC362.19_S8,GRC362.20_S2,GRC362.21_S10,GRC362.22_S7,GRC362.23_S1,GRC362.24_S4
Impdh1,23.03629086,39.79936808,30.97812885,28.99047317,34.78659339,25.01102469,25.28350475,39.0396408,22.18244131,33.03357024,23.00463732,26.85671748,25.77172064,31.96538288,33.95918336,17.81823742,22.85959239,32.10297822,44.78351486,22.50544271
Impdh2,80.62701802,88.78320572,76.70774763,94.21903781,86.40540939,72.25407133,64.18120435,77.07826518,86.80085731,57.37409568,64.58994325,80.57015243,116.449997,76.30446236,83.44256482,65.33353721,68.57877718,84.71619253,94.77441517,112.5272135
Inpp1,411.1091908,370.4402722,607.761385,403.7958763,368.064601,414.997743,586.3828216,425.4319831,403.1417595,438.9987624,502.5628461,433.5441536,318.8057294,367.0863325,492.8932899,324.6878819,280.8464208,174.7828814,313.484604,197.8603505
Inpp4a,395.1609894,432.6905658,718.3975595,510.4394026,554.3411979,466.8724609,679.7373006,537.5458234,678.011141,711.0910647,721.9916944,685.8054642,503.0258066,501.1347123,515.2093246,533.5572206,445.2177757,319.2462834,434.2959464,318.827105
Inpp4b,21.26426849,16.32794588,26.55268187,30.02584721,5.61074087,19.45301921,21.39373478,19.01931219,25.07580322,19.12469856,14.15669989,20.14253811,17.18114709,21.65396905,32.01865859,20.78794366,27.21380047,11.59274214,28.11988142,15.00362847
Inpp5a,246.31111,249.0011747,191.7693691,261.9496326,234.5289683,250.1102469,165.3152233,236.2398777,261.3670259,224.2805559,170.7651924,200.4662126,242.4450756,219.6331146,161.0635553,194.0208075,177.4339791,180.1333778,182.2584907,246.622143
Inpp5b,628.1819316,627.6054198,547.2802763,662.6393868,610.4486066,554.8742145,495.94567,628.6383186,572.8856582,575.4795658,503.4476399,532.3385071,482.0266268,506.2904192,452.1422698,480.1025083,425.6238393,461.9261866,467.6232133,432.2920453
Inpp5d,47.8446041,47.96334102,53.10536374,57.98094634,50.49666783,53.72738638,61.26387688,46.04675582,62.68950805,54.76618224,55.74200582,50.83592951,41.99835956,39.18337257,47.5428567,28.70716029,31.56800854,53.5049637,45.82499195,26.25634983
Inpp5e,130.2436445,96.94717866,143.0894523,125.2802591,118.9477064,159.3294906,153.6459135,123.125021,132.1301939,128.6570631,131.8342677,100.7126905,99.26884987,113.4255522,137.7772582,114.8286412,77.28719333,82.93269374,94.77441517,96.58585829
Inpp5f,689.3167035,707.2041559,1004.576464,767.212165,636.2580146,655.8446475,976.3322602,821.8344897,735.8783792,663.2793183,653.8625762,747.192247,700.6089981,623.8405369,880.9982425,729.5578322,679.2564597,644.7348126,877.9651867,530.7533572
Inpp5j,0,0,1.475148993,1.035374042,1.122148174,0.926334248,0,0,0.96445397,0.86930448,0.884793743,1.918336963,1.909016344,2.062282767,0.970262382,0,0,0,0,0.937726779
Inppl1,264.9173449,356.1533195,326.0079274,291.9754798,294.0028216,370.5336991,318.9611368,327.3323729,263.2959338,299.9100456,307.0234289,263.7713324,264.3987636,250.5673561,265.8518926,239.5563031,156.7514907,180.1333778,277.0329059,289.7575749
Ip6k1,1702.02749,1672.593956,1805.582367,1810.869199,2256.639978,2012.924321,1805.825704,2228.262575,2084.185029,2172.391896,1975.744429,2078.518099,1702.842579,1770.469755,1359.337597,1504.65116,1199.584325,1091.50126,1294.556023,1331.572027
Ip6k2,281.7515575,412.2806335,349.6103113,366.5224108,387.14112,299.2059621,329.6580042,299.3039128,344.3100673,325.1198755,210.5809109,249.3838051,315.9422049,358.8372014,256.1492687,308.8494487,297.1747011,329.0555268,296.8209706,323.5157389
Ireb2,3808.962093,3401.315226,5241.204372,3989.296183,2924.318141,3782.222734,4475.18034,4249.314749,4724.859999,4888.968396,5134.458092,5543.993822,3914.438013,3395.548575,4437.009871,3635.910336,4215.961968,3256.668791,4296.092995,2672.521322
Isyna1,33.66842511,29.59440191,26.55268187,30.02584721,33.66444522,37.05336991,34.03548716,24.02439434,21.21798734,24.34052544,23.00463732,12.46919026,20.99917978,22.68511043,19.40524763,30.68696445,17.4168323,35.6699758,30.2028356,38.44679796
Itpa,99.23325295,98.9881719,81.13319461,65.22856464,94.26044661,77.81207682,84.60249665,90.09147878,78.12077158,52.1582688,53.08762459,75.77431003,101.1778662,109.3009866,71.79941624,79.19216632,123.0063781,164.9736381,83.31816718,92.83495117
Itpk1,218.8447632,210.2223032,159.3160912,205.0040603,230.0403757,243.6259072,219.7720028,283.2876499,242.0779465,259.9220395,243.3182794,239.7921203,261.5352391,276.3458907,244.5061202,276.18268,224.2417159,208.6693584,240.5812077,259.7503179
Itpka,46.07258173,56.12731396,28.02783086,33.13196934,32.54229704,37.05336991,19.4488498,29.02947649,27.96916513,38.24939712,25.65901855,24.93838051,19.09016344,22.68511043,12.61341096,16.82833534,13.06262422,14.26799032,5.207385449,19.69226237
Itpkb,163.9120696,224.5092558,261.1013717,197.756442,215.4524494,265.8579291,253.8074899,243.2469927,220.8599591,308.6030904,284.9035853,211.0170659,157.4938484,166.0137627,183.3795901,167.2934514,143.6888665,123.0614165,185.382922,145.3476508
Itpkc,143.5338123,112.2546279,115.0616214,121.1387629,134.6577809,145.4344769,99.189134,134.1362017,121.5212002,86.93044801,95.55772426,102.6310275,104.9958989,94.86500726,93.14518864,109.8791308,88.17271352,74.90694918,97.89884644,112.5272135
Ivd,2650.05946,2609.409851,2448.747328,2770.660936,2779.561027,2773.444738,2623.649839,2710.752495,2893.36191,3222.511708,3309.128599,2840.097873,2802.435993,2687.154445,2782.71251,2747.968171,2501.492539,2243.641478,2434.973436,2249.606544
Kcnj8,92.14516345,91.84469557,101.7852805,93.18366377,56.1074087,79.66474532,87.51982412,90.09147878,73.29850173,59.98200912,68.12911822,55.63177192,65.86106386,60.83734162,91.20466387,49.49510395,69.6673292,56.18021189,49.99090031,45.9486122
Kdsr,539.5808129,519.4327783,756.7514333,500.0856622,412.950528,503.9258308,509.5598649,532.5407412,497.6582486,468.5551148,644.129845,531.3793387,594.6585911,556.816347,574.3953299,629.5777222,702.1160521,856.9711686,849.8453053,817.6977517
Khk,1584.188002,1930.7796,1128.48898,1292.146804,1925.606266,1661.843641,1285.568972,1647.673045,1325.159755,1416.096998,1136.075166,1229.653993,1591.165122,2041.659939,1686.316019,1771.924721,1829.855943,2594.09899,1848.621834,2196.156118
Kmo,2966.365454,3202.318386,3001.9282,2856.596982,3348.490151,3145.831106,2946.500745,2735.777906,2982.091675,3138.189173,3517.939923,3247.744478,3420.957288,3520.316683,3410.472271,3618.092099,3734.821976,3864.841878,3410.837469,2931.333913
Kmt2a,288.839647,311.2514683,529.5784884,457.6353265,455.5921586,318.6589813,632.0876186,407.4136874,379.0304102,434.65224,472.4798589,390.3815719,248.1721247,260.87877,533.6443099,334.5869027,275.4036607,218.4786018,443.6692403,198.7980773
Kmt2b,188.7203828,233.6937254,234.5486899,248.48977,225.551783,218.6148825,293.677632,250.2541077,227.6111369,230.3656872,250.3966293,197.5887072,132.6766359,168.0760455,275.5545164,203.9198283,126.2720342,140.8964044,205.1709867,124.7176617
Kmt2c,536.9227793,592.9085348,1122.588384,763.0706689,647.4794963,703.0876941,1229.167308,804.8172104,744.5584649,828.4471695,938.7661615,821.04822,530.7065435,485.6675915,830.5445987,574.1432058,489.8484084,372.7512471,706.1214669,298.1971159
Kmt2d,365.0366091,414.3216267,849.6858199,578.7740894,635.1358664,508.5575021,1035.651252,614.6240885,616.2860869,599.8200912,731.7244256,476.7067352,354.1225318,393.8960084,715.0833753,543.4562414,321.1228455,285.3598064,648.8402269,218.4903396
Kmt2e,619.3218197,545.9656904,680.0436857,710.2665927,668.8003117,630.8336228,808.0997094,786.7989147,757.0963665,794.5442948,644.129845,749.1105839,575.5684276,595.9997196,727.6967862,740.4467551,465.900264,411.9882205,678.0015855,329.1420996
Kmt5a,345.5443629,393.9116944,494.1749126,387.2298917,332.1558595,360.3440224,409.3982884,417.4238517,405.0706674,391.187016,430.8945529,443.1358384,440.9827754,360.8994842,558.8711318,530.5875143,457.1918479,505.621907,757.1538443,670.4746473
Kmt5b,493.5082312,490.858873,696.2703246,599.4815702,500.4780856,515.0418418,682.6546281,582.5915628,569.9922963,592.8656554,569.8071706,581.2560997,425.7106446,425.8613913,614.1760876,523.6581998,416.9154232,388.8027362,559.2731972,455.7352148
Kmt5c,108.979376,102.0496617,97.35983353,120.1033889,126.8027437,94.48609328,108.9135589,75.07623231,73.29850173,74.76018529,78.74664314,80.57015243,75.40614557,91.77158311,105.7585996,91.07099127,68.57877718,64.20595644,73.94487338,98.46131185
Kyat1,1899.607985,1830.770932,2641.991846,1929.937214,2047.920417,1884.16386,2543.909554,1635.660848,1938.55248,1774.250444,3087.930164,1875.174381,2220.186008,2136.524946,3172.757988,2385.66401,2218.469014,2043.889613,3136.928994,2469.03461
Kynu,3185.210217,3234.974277,3779.33172,3118.546614,3474.170746,3634.935589,4047.305644,4270.336094,4200.19704,4097.032015,4066.512044,4245.279698,4473.779801,4483.402735,4350.656519,4438.720922,5092.246344,4560.406406,4406.489567,4188.825524
Lap3,2399.318295,2698.193057,1522.353761,2133.9059,2265.617163,2171.327477,1500.478762,2240.274772,2097.687385,2239.328341,1573.163275,2148.537398,2269.820433,2361.313768,1527.192989,2440.108625,2367.600641,2842.005322,1692.400271,2650.953606
Lbr,160.3680249,169.4024385,178.4930281,168.7659688,142.5128181,161.1821591,176.0120907,178.1809247,167.8149908,197.332117,146.8757614,171.6911582,207.1282733,194.8857214,252.2682192,252.4250301,250.3669643,428.0397096,261.4107495,214.7394325
Lcat,5394.922118,5064.724713,5217.601988,5311.468835,5627.573092,5897.043822,5263.831199,4926.001856,5112.570495,5088.908426,6630.644311,5223.631549,5072.256425,4740.156939,3849.030868,3990.29528,3153.535198,2889.26804,3367.095431,3767.7862
Lclat1,1158.016621,1142.956212,1703.797087,1352.198499,1100.827359,1229.245547,1476.1677,1248.267489,1211.354186,1370.023861,1313.918709,1227.735656,1171.181527,1029.079101,1362.248384,1165.114747,987.316681,844.4866771,1368.500896,1015.558102
Ldha,8347.111393,10308.03633,9988.23383,7775.659054,7378.124243,8753.858642,7927.35118,9063.202765,6711.635178,6362.43949,6329.814439,7718.428769,7312.487104,7206.647128,7734.931706,7023.355251,7625.306891,7044.820221,5628.142193,5817.65694
Ldhal6b,0.886011187,0,4.425446979,0,1.122148174,0,0.97244249,1.001016431,0,1.73860896,0,0,0.954508172,3.09342415,3.881049526,0,1.088552019,0,3.124431269,1.875453559
Ldhb,63.79280547,58.1683072,51.63021475,57.98094634,61.71814957,65.7697316,49.594567,52.0528544,56.90278423,44.33452848,44.23968716,53.71343495,52.49794945,36.08994842,40.75102003,45.53549563,69.6673292,164.9736381,41.65908359,58.13906033
Ldhd,1746.32805,1676.675943,1737.725514,1614.148131,1636.092038,1561.799542,1958.499175,1571.595796,1635.713933,1795.983056,2489.809593,1595.097184,1803.065937,1837.493945,2075.391234,1798.652078,1602.348572,1631.009644,2170.438255,2044.244379
Lhpp,764.6276544,931.7134118,433.6938039,1247.62572,966.1695777,1035.641689,693.3514955,1275.294933,1059.934913,1182.254093,1244.020003,1521.241211,1350.629063,1091.978725,471.5475175,709.7597906,899.1439675,746.3942436,343.6874396,710.7968989
Lipa,5260.248417,4578.968323,4581.812772,4227.432213,4471.760473,4847.507119,4639.523121,5259.340328,4553.187193,4828.986387,4608.005814,4812.148271,4742.951106,4661.790194,5036.632023,4964.358926,4495.719837,4011.980528,5383.395077,4587.359405
Lipc,6453.705486,6369.939886,9172.476437,5609.656559,7237.855722,7117.026026,8005.146579,7666.784844,7474.518268,7276.078498,10448.52931,8078.11695,6497.337126,6979.796024,6739.442503,6583.838727,7783.146934,5277.37292,5167.80932,4517.029897
Lipe,178.9742598,180.6279013,138.6640053,176.0135871,217.6967457,190.8248551,173.0947633,167.169744,176.4950765,206.8944663,201.7329734,167.8544842,194.7196671,169.1071869,114.490961,122.7478578,95.79257765,106.118178,126.0187279,145.3476508
Lipg,251.6271771,201.0378336,284.7037556,258.8435105,287.2699325,213.9832113,299.512287,208.2114176,238.2201306,212.1102931,332.6824474,272.4038487,216.673355,175.2940352,244.5061202,194.0208075,171.991219,139.1129056,325.9823291,204.4244379
Loxl2,66.45083903,61.22979705,106.2107275,90.07754164,74.06177948,76.88574257,112.8033289,99.10062666,87.76531128,106.924451,122.9863303,89.20266876,71.58811289,87.64701758,89.26413911,66.32343929,100.1467857,65.09770584,122.8942966,77.8313227
Lpin1,591.8554729,599.0315145,623.988024,518.722395,481.4015666,572.4745652,566.9339718,516.5244783,537.2008613,585.0419151,390.1940407,545.7668659,398.0299077,358.8372014,423.0343984,340.5263152,274.3151087,219.3703512,471.7891217,291.6330284
Lpin2,1897.835963,2622.676307,4031.582197,2986.018737,2396.908499,2349.183653,3579.560806,2515.554291,3009.096387,2876.528525,4149.682655,3016.584874,2819.61714,2291.196154,3928.592383,2901.402994,2829.146697,3037.29844,6383.213083,3653.383533
Lpin3,77.96898446,68.37327337,54.58051273,75.58230506,77.428224,75.95940833,79.7402842,69.07013373,57.8672382,72.15227185,74.32267443,75.77431003,79.22417826,85.58473481,112.5504363,64.34363514,67.49022516,52.61321431,90.60850681,91.89722439
Lpl,342.0003182,356.1533195,492.6997636,301.2938462,327.6672668,325.143321,386.0596686,367.3730301,324.0565339,394.664234,342.4151786,327.0764521,413.3020384,411.4254119,460.8746313,442.4862293,562.7813937,508.2971552,698.8311273,388.2188867
Lrat,235.6789758,297.9850123,687.4194307,527.0053873,289.5142289,228.8045592,551.3748919,342.3476194,280.6561053,498.9807716,446.8208403,390.3815719,301.6245823,241.2870837,357.0565564,297.9605258,377.7275505,220.2621006,252.0374557,118.1535742
Lss,732.7312517,653.1178352,809.8567971,792.061142,778.7708327,713.2773709,756.5602574,624.6342529,1032.930202,1009.262501,1257.291909,1097.288743,959.2807127,1106.414704,1429.196488,1589.782739,1320.413599,1120.03724,2031.921802,1310.942038
Lta4h,514.7724997,496.9818527,415.992016,475.2366852,447.7371214,458.5354527,388.9769961,417.4238517,447.5066421,444.2145893,430.8945529,478.6250722,398.0299077,410.3942706,382.2833784,391.0113212,357.0450621,522.5651455,384.3050461,456.6729416
Ltc4s,0.886011187,3.061489852,2.950297986,0,1.122148174,0,0,2.002032862,0.96445397,1.73860896,0,2.877505444,1.909016344,6.1868483,0.970262382,1.979804158,7.619864131,0.891749395,0,0.937726779
Man2b1,1465.462503,1449.105197,1057.681828,1384.295094,1670.878631,1590.515904,1286.541415,1570.59478,1562.415432,1656.025035,1443.983389,1524.118717,1129.183167,1162.096339,945.0355597,1072.063952,803.3513898,708.0490197,981.0714186,984.6131185
Manba,425.2853698,384.7272248,644.6401099,470.059815,426.4163061,465.9461267,612.6387688,512.5204126,486.0848009,479.856073,744.9963318,522.7468223,456.2549061,437.2039465,527.8227356,393.9810274,413.6497671,292.4938016,517.6141136,358.2116298
Mansc1,69.10887259,58.1683072,64.90655568,54.87482422,86.40540939,88.9280878,68.07097431,91.09249521,80.04967952,80.84531665,56.62679956,94.95767965,64.90655568,60.83734162,50.45364384,59.39412474,59.87036103,32.10297822,56.23976285,43.13543186
Maoa,296.8137477,262.2676307,399.7653771,295.0816019,247.9947464,300.1322963,268.3941273,267.271387,269.0826577,294.6942187,329.1432725,327.0764521,256.7626982,261.9099114,263.9113678,256.3846385,315.6800854,265.7413197,253.0789328,199.735804
Maob,4132.356176,4295.270263,3698.198525,4307.156014,4361.789952,4360.255305,3913.108581,4571.64204,4313.038154,4594.274177,3855.931133,4261.585563,4140.656449,3991.548295,3588.030287,3948.719393,3925.318579,4071.727738,3268.155108,3071.99293
Mat1a,66538.55414,72274.63194,106144.3458,85738.28903,82668.65597,80995.88763,105725.8924,73386.51658,79347.55703,77750.5927,112858.0963,83314.33346,65718.84214,55714.63122,63913.1236,47994.4124,41211.49088,37290.28445,44677.2842,30936.54418
Mat2a,1618.742439,1622.589622,1807.057516,1741.499138,1637.214186,1777.635422,1527.707152,1957.988139,1778.453121,1754.256441,1514.766888,2006.580463,2014.966751,1860.179055,2154.95275,2371.805381,2419.851138,2601.232985,2863.02052,2981.971159
Mat2b,567.9331709,537.8017174,507.4512535,530.1115094,469.0579367,464.0934582,440.5164481,500.5082154,528.5207756,541.5766911,412.3138843,542.8893604,524.9794945,481.543026,421.0938736,447.4357397,523.593521,583.2041044,427.0056068,464.1747559
Mboat1,4.430055935,4.08198647,2.950297986,1.035374042,3.366444522,1.852668496,0.97244249,4.004065723,5.78672382,3.47721792,0.884793743,2.877505444,3.818032687,22.68511043,5.82157429,7.919216632,10.88552019,17.8349879,9.373293808,7.501814236
Mboat2,7.088089496,2.040993235,0,3.106122126,2.244296348,0.926334248,0.97244249,2.002032862,0,0.86930448,0.884793743,1.918336963,1.909016344,5.155706917,0.970262382,0,0,2.675248185,0,0
Mccc1,1329.902792,1206.227002,1020.803103,1215.529125,1531.732257,1179.223498,983.1393576,1228.247161,1341.555472,1468.255267,1217.476191,1278.571586,1319.130293,1464.220764,1015.864714,1338.347611,1351.981607,1340.299341,1102.924238,1238.737076
Mccc2,1496.472895,1395.018876,1436.795119,1418.462437,1413.906699,1323.73164,1209.718458,1313.333557,1316.479669,1446.522655,1380.278239,1481.915304,1335.356932,1322.954395,1246.78716,1331.418296,1503.290338,1428.582531,1163.329909,1366.267918
Mcee,746.9074307,665.3637946,795.1053071,751.6815544,616.0593475,682.7083407,675.8475307,591.6007106,730.0916553,660.6714049,795.4295751,756.7839318,899.1466979,746.5463615,783.9720043,719.6588114,956.8372245,1003.218069,724.8680545,662.0351063
Mdh1,12934.87732,12851.1139,11656.62734,10300.93634,13218.90549,11937.66945,12277.08644,12180.36793,12175.26692,11945.98217,15221.99156,11927.26007,13768.78038,14645.30107,14027.08325,13284.4859,17096.79801,20264.11325,14891.03943,12517.71478
Mdh2,1519.509186,1969.558472,975.0734843,1288.005308,1510.411442,1647.022293,1130.950616,1825.85397,1424.498514,1483.033443,1284.720515,1458.89526,1531.031108,1714.78812,1296.270542,1838.248161,1812.439111,2219.564244,1722.603107,2171.775221
Mdp1,199.3525171,183.6893911,126.8628134,180.1550833,171.6886706,162.1084934,138.0868336,173.1758425,162.028267,148.6510661,162.8020487,151.5486201,166.0844219,189.7300145,169.7959168,164.3237451,174.168323,220.2621006,165.5948573,195.9848969
Me1,2606.644912,2344.08073,1641.840829,2294.388877,2080.462714,2562.24053,2057.688309,2582.622392,2727.475827,2494.903858,1962.472522,2362.43197,2608.670834,3725.513818,3080.583062,3210.252442,3806.666409,4879.65269,5708.335929,4903.37333
Me2,24.80831324,28.57390529,29.50297986,32.0965953,32.54229704,23.1583562,31.11815969,29.02947649,15.43126352,29.55635232,23.88943107,24.93838051,19.09016344,32.99652427,23.28629716,16.82833534,32.65656056,65.98945523,29.16135851,46.88633897
Me3,3.544044748,2.040993235,0,2.070748084,1.122148174,0,0.97244249,6.006098585,1.92890794,0.86930448,1.769587486,2.877505444,0.954508172,1.031141383,1.940524763,0.989902079,2.177104037,2.675248185,0,0.937726779
Mecr,212.6426849,243.8986916,116.5367704,171.8720909,206.475264,195.4565263,106.9686739,201.2043026,145.6325495,154.7361975,88.47937432,119.8960602,163.2208974,193.8545801,134.866471,179.1722763,191.5851553,205.9941103,116.6454341,271.0030393
Mgam,1661.270976,1446.043707,2414.818901,1971.352176,1448.693293,1645.169624,2530.295359,1570.59478,1799.671108,2027.218048,2590.67608,1733.217446,1389.763898,1317.798688,2367.440211,1578.893816,1186.5217,939.012113,2201.682568,1060.568988
Mgat5,190.4924052,160.2179689,256.6759248,187.4027016,195.2537823,179.7088441,266.4492423,189.1921054,181.3173464,212.9795976,229.1615795,186.0786854,157.4938484,139.2040867,203.7551001,154.4247243,124.0949301,123.0614165,219.7516659,150.0362847
Mgll,3286.215493,2974.74764,3071.260203,3564.792826,2824.446954,3506.175128,3204.198005,3530.584952,2857.677113,2814.807906,2897.699509,2900.525488,2954.202792,3366.676617,3564.74399,3849.729185,2879.22009,2041.214365,3482.699388,3899.067949
Mgst2,0,1.020496617,1.475148993,1.035374042,1.122148174,1.852668496,0,3.003049293,0,0,0.884793743,0.959168481,0.954508172,0,1.940524763,2.969706237,3.265656056,8.025744555,2.08295418,1.875453559
Mgst3,108.979376,83.68072263,101.7852805,116.9972667,102.1154838,93.55975904,99.189134,53.05387084,90.65867319,91.27697041,91.13375555,81.52932091,104.0413907,123.736966,118.3720106,90.08108919,158.9285947,170.3241345,130.1846362,101.2744922
Mia3,2001.499272,1836.893911,2764.429213,2110.092297,1502.556405,1651.653964,2585.724581,2140.173129,2290.578179,2386.240798,2745.514985,2274.188469,1790.65733,1494.123864,1925.970828,1845.177475,1385.72672,1128.954734,2038.170665,1364.392464
Minpp1,1333.446836,1156.222668,1370.413414,1105.779477,1040.231357,1070.842391,1094.970244,1282.302048,1158.309218,1142.266087,1224.554541,1167.308042,1102.456938,1094.041008,1154.612234,1043.356791,994.9365451,997.867573,1453.902017,1193.72619
Miox,1.772022374,4.08198647,0,0,1.122148174,1.852668496,0,3.003049293,1.92890794,4.3465224,0,0.959168481,5.727049031,6.1868483,0.970262382,4.949510395,6.531312112,2.675248185,3.124431269,2.813180338
Mlycd,777.031811,662.3023048,705.1212186,686.4529898,637.3801628,701.2350256,580.5481666,554.5631027,627.8595345,579.8260882,744.111538,590.8477845,735.9258005,688.8024441,621.9381866,670.1637075,708.6473642,667.0285475,680.0845396,975.2358507
Mmaa,254.2852107,305.1284886,230.1232429,273.3387471,214.3303012,285.3109483,222.6893303,233.2368284,237.2556766,233.8429051,212.3504984,245.5471312,265.3532718,239.2248009,251.2979568,260.3442468,259.0753805,236.3135897,212.4613263,223.1789735
Mogat1,11.51814543,12.24595941,7.375744964,14.49523659,6.732889043,5.558005487,2.917327471,17.01727932,10.60899367,12.17026272,4.423968716,9.591684813,30.5442615,40.21451395,32.98892097,39.59608316,104.5009938,99.87593224,66.65453375,98.46131185
Mogat2,1.772022374,1.020496617,1.475148993,0,1.122148174,1.852668496,2.917327471,0,1.92890794,2.60791344,3.539174973,0.959168481,0,2.062282767,0,3.959608316,1.088552019,0,2.08295418,3.750907118
Mpc1,1366.22925,1343.994045,1883.765264,1486.797124,1189.477064,1212.57153,1688.160163,1259.27867,1497.797016,1390.017864,1061.752492,1327.489178,1489.987256,1264.179336,1537.865875,1270.044367,1707.938117,1690.756853,1379.957144,959.2944954
Mpc2,3847.060574,3819.718839,5701.450857,3613.455406,3186.900814,3508.027797,4139.687681,3372.424356,3969.692541,3551.978106,4337.258929,4005.487578,4122.520794,3866.780187,4596.132902,3980.39626,4993.18811,4736.081037,4194.028241,3393.633215
Mpi,203.782573,231.6527322,140.1391543,162.5537246,189.6430414,196.3828605,121.5553113,201.2043026,158.1704511,149.5203706,145.9909676,131.4060819,176.5840118,222.7265388,201.8145754,200.950122,200.2935714,302.3030449,174.9681511,245.6844162
Mpo,0.886011187,0,0,0,2.244296348,0,0,2.002032862,0,2.60791344,0.884793743,0,0.954508172,1.031141383,0,0.989902079,0,5.35049637,2.08295418,1.875453559
Mpst,489.0781752,445.9570218,299.4552455,369.6285329,451.1035659,412.2187403,268.3941273,371.3770958,351.0612451,411.1810191,400.8115657,310.770588,376.0762197,484.6364502,272.6437292,394.9709295,357.0450621,390.586235,271.8255204,546.6947124
Msmo1,3640.619968,2997.198566,3693.773078,3754.266276,3416.94119,2894.794525,2698.52791,1649.675078,3741.11695,4004.016435,5354.771734,5659.09404,6650.058433,4987.630871,5625.581289,7181.739583,7937.72132,7543.308133,6456.11648,5471.635758
Mtap,705.2649049,555.1501599,569.4075112,631.5781655,702.4647569,656.7709817,617.5009813,743.7552081,727.1982934,732.8236767,615.8164452,857.4966223,861.9208792,809.4459859,600.5924142,865.1744171,886.0813432,929.2028696,660.2964749,817.6977517
Mthfd1,4340.568805,4165.667193,4090.588157,4557.716532,4668.136403,4772.474045,4572.424589,4489.558692,4476.995329,5031.534331,5203.472004,4480.275976,3873.394161,3768.821756,3882.990051,3972.477043,3371.245602,2993.602719,4382.535594,3331.743248
Mthfd1l,24.80831324,29.59440191,28.02783086,35.20271742,34.78659339,30.56903018,20.42129229,18.01829576,29.89807307,32.16426576,16.81108112,41.2442447,41.04385139,27.84081735,23.28629716,40.58598524,51.16194488,119.4944189,56.23976285,41.2599783
Mthfd2,4.430055935,17.3484425,10.32604295,11.38911446,4.488592696,6.484339735,9.724424902,4.004065723,6.751177791,5.21582688,12.3871124,4.795842407,10.49958989,12.3736966,16.49446049,15.83843326,19.59393634,60.63895886,29.16135851,17.81680881
Mthfd2l,31.01039155,37.75837485,54.58051273,39.34421359,38.15303791,22.23202195,42.78746957,32.03252579,35.68479689,26.94843888,23.88943107,29.73422292,36.27131053,31.96538288,40.75102003,32.66676861,33.74511258,23.18548427,19.78806471,18.75453559
Mthfr,163.0260584,159.1974723,203.570561,116.9972667,102.1154838,150.0661482,224.6342152,142.1443332,102.2321208,95.62349281,146.8757614,107.4268699,86.86024364,146.4220764,281.3760907,171.2530597,132.8033463,94.52543587,147.8897468,86.27086371
Mthfs,77.96898446,92.86519219,95.88468453,97.32515994,75.18392765,97.26509603,81.68516918,73.07419945,82.94304143,78.23740321,61.05076828,47.95842407,113.5864724,81.46016928,59.18600528,78.20226424,78.37574535,70.44820221,44.78351486,31.8827105
Mthfsl,228.5908863,211.2427998,134.2385583,222.605419,178.4215597,192.6775236,134.1970636,149.1514482,226.646683,196.4628125,91.13375555,195.6703702,207.1282733,204.1659939,114.490961,182.1419825,200.2935714,239.8805873,93.73293808,170.6662739
Mtmr1,492.62222,463.3054643,818.707691,550.8189903,388.2632682,488.1781486,677.7924157,501.5092319,473.5468993,496.3728581,542.3785646,486.29842,445.7553162,422.7679672,596.7113647,405.8598524,488.7598564,461.0344372,610.3055746,411.6620562
Mtmr14,515.6585109,499.022846,528.1033394,414.1496167,528.5317899,514.1155076,466.7723953,432.4390981,475.4758072,498.1114671,569.8071706,470.9517243,505.8893311,498.0412881,527.8227356,500.890452,484.4056483,422.6892132,453.0425341,473.5520236
Mtmr2,590.0834506,686.7942236,752.3259863,684.3822417,570.0512723,638.2442968,676.8199732,633.6434007,641.3618901,632.8536615,663.5953074,720.3355295,642.3839996,648.5879301,800.4664648,671.1536096,738.0382687,729.4510051,817.5595155,684.540549
Mtmr3,652.9902448,735.7780612,1006.051613,798.2733863,769.7936473,827.2164833,1068.714297,844.8578676,832.3237762,875.3896114,1063.522079,842.1499266,705.381539,657.8682026,881.9685049,708.7698886,579.109674,470.8436806,821.7254238,617.9619477
Mtmr6,604.2596296,632.7079028,631.3637689,737.1863178,545.3640125,631.759957,644.729371,670.6810087,656.7931536,645.0239242,552.1112957,706.9071707,671.0192448,555.7852056,605.4437261,620.6686035,691.2305319,671.4872945,568.646491,567.3247016
Mtmr7,69.10887259,70.41426661,69.33200266,110.7850225,94.26044661,89.85442204,89.4647091,75.07623231,91.62312716,93.88488385,78.74664314,85.36599484,117.4045051,106.2075625,99.93702531,99.98010998,114.297962,97.20068406,89.56702972,90.95949761
Mtr,159.4820137,179.6074047,300.9303945,228.8176633,167.2000779,178.7825098,313.1264818,210.2134505,173.6017146,219.064729,219.4288483,178.4053375,127.904095,159.8269144,240.6250706,182.1419825,113.2094099,148.0303996,258.2863183,137.8458366
